,Description,URL,GameName
121,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia.",https://store.steampowered.com/app/8870/BioShock_Infinite/,BioShock Infinite
122,"BioShock is a shooter unlike any other, loaded with unique weapons and tactics. Complete with an arsenal of revolvers, shotguns, and grenade launchers, players will be forced to genetically modify their DNA to become an even deadlier weapon.",https://store.steampowered.com/app/409710/BioShock_Remastered/,BioShock Remastered
123,"What happens when the only hope of a threatened world lies not with heroes in shining armor, but in the hands of a band of misfits and criminals? Blackguards, a new turn-based strategy RPG, explores this very question. You will discover over 180 unique hex-based battlegrounds within a dark and mature story of crime, drugs, and murder.",https://store.steampowered.com/app/249650/Blackguards/,Blackguards
124,,https://store.steampowered.com/search/?term=Blacklight%3A+Retribution,Blacklight: Retribution
125,"Prove you are the world's greatest swordsman! Engage in tactical 1 vs. 1 sword fighting, 2 vs. 2, or sandbox FFA, or capture Control Points in a tactical slash-em-up.",https://store.steampowered.com/app/225600/Blade_Symphony/,Blade Symphony
126,,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/,Blades of Time
127,"Blameless is a mysterious first-person adventure with primary focus on puzzle solving and short story. The player will appear in a role of an architect trying to investigate strange happenings, after discovering evidence of an act of violence.",https://store.steampowered.com/app/530330/Blameless/,Blameless
128,The first hi-res 2D fighter from the creators of the Guilty Gear series! BlazBlue is a traditional 2D fighter where two characters participate in a duel.,https://store.steampowered.com/app/263300/BlazBlue_Calamity_Trigger/,BlazBlue: Calamity Trigger
129,"Blight: Survival is an upcoming medieval, co-operative, action horror game set in an alternate 14th century powered by Unreal Engine 5.",https://store.steampowered.com/app/1774880/Blight_Survival/,Bleed
130,"Blender is the free and open source 3D creation suite. Free to use for everyone, for any purpose.",https://store.steampowered.com/app/365670/Blender/,Blender
131,"Blind Trust is a two-player, cooperative game where the deaf leads the blind on a fantasy island. Navigate using only 3D sound as the blind Oracle, or lead the Oracle with magical sound beacons as the deaf Soldier. Work together to fight monsters, solve puzzles, and reach your ultimate goal.",https://store.steampowered.com/app/468560/Blind_Trust/,Blind Trust
132,"Five of you. Five of them. Face off in a battle where everything you build, destroy, construct or shoot has a devastating impact on the entire game. Build defences using a crazy range of block types and work together in this FPS where no game is EVER the same. NOW FREE TO PLAY.",https://store.steampowered.com/app/299360/Block_N_Load/,Block N Load
133,"Blockland is a non-linear sandbox game with no set goals, giving players the freedom to design and construct elaborate structures. Styled as a tiny minifigure, players build inside of the virtual world using bricks reminiscent of toy blocks.",https://store.steampowered.com/app/250340/Blockland/,Blockland
134,"Blood Bowl 2 smashes Warhammer and American football together, in an explosive cocktail of turn-based strategy, humour and brutality, adapted from Games Workshop’s famous boardgame.",https://store.steampowered.com/app/236690/Blood_Bowl_2/,Blood Bowl 2
135,"This bonecrunching sport features 23 playable races, each with its own style, vicious moves, rankings & more!",https://store.steampowered.com/app/216890/Blood_Bowl_Chaos_Edition/,Blood Bowl: Chaos Edition
136,"Inspired by the Warhammer Fantasy world, Blood Bowl is an ultra-violent combination of strategy and sports games. The Legendary Edition features 20 playable races, including 11 that are totally new, each offering its own game style! Make a competitive team, train it and buy the best equipment.",https://store.steampowered.com/app/58520/Blood_Bowl__Legendary_Edition/,Blood Bowl: Legendary Edition
137,"This Co-op Shooter , has Day and Night levels, multiple maps, players will take on 25 enemy types and numerous bosses, like Gargantuan Monsters and Minibosses every 10 days as you explore, shoot and run for your life against the onslaught of porcine monstrosities.",https://store.steampowered.com/app/434570/Blood_and_Bacon/,Blood and Bacon
138,"Bloodline Champions is a Free-to-Play online PvP Arena game where players engage in short, intense battles of up to ten players divided into two teams. Each player takes control over one of several bloodlines, each with their own unique weapons and abilities. Easy to learn, challenging to master.",https://store.steampowered.com/app/6370/Bloodline_Champions/,Bloodline Champions
139,"Bloody Trapland is a fast-paced multiplayer platformer where the levels are filled with dozens of dangerous traps and tricky jumps that stand in your way! Play co-op with your friends or take on the challenges on your own. With support for up to 4 players at once, local and/or online.",https://store.steampowered.com/app/257750/Bloody_Trapland/,Bloody Trapland
140,"Go head to head with other players in a Bloon-popping battle for victory. From the creators of best-selling Bloons TD 5, this all new Battles game is specially designed for multiplayer combat, featuring the ability to control bloons directly and send them charging past your opponent's defenses.",https://store.steampowered.com/app/444640/Bloons_TD_Battles/,Bloons TD Battles
141,"Five-star tower defense with unrivaled depth and replayability. The Bloons are back in full HD glory and this time they mean business! Build awesome towers, choose your favorite upgrades, hire cool new Special Agents, and pop every last invading Bloon in the best ever version of the most popular tower defense series in history.",https://store.steampowered.com/app/306020/Bloons_TD_5/,Bloons TD5
142,The Ultimate Vault Hunter’s Upgrade lets you get the most out of the Borderlands 2 experience.,https://store.steampowered.com/app/49520/Borderlands_2/,Borderlands 2
143,,https://store.steampowered.com/search/?term=Borderlands+GOTY,Borderlands GOTY
144,Launch into the Borderlands universe and shoot ‘n’ loot your way through a brand new adventure that rockets you onto Pandora’s moon in Borderlands: The Pre-Sequel!,https://store.steampowered.com/app/261640/Borderlands_The_PreSequel/,Borderlands: The Pre-Sequel
145,"Battle other 2D stickfigures online while jumping around like a lunatic and getting blown up into smithereens. With over 70 weapons, Boring Man is the most chaotic and hilarious 2D online shooter on the internet.",https://store.steampowered.com/app/346120/Boring_Man__Online_Tactical_Stickman_Combat/,Boring Man - Online Tactical Stickman Combat
146,Boson X is a fast-paced rotational runner set in a particle accelerator.,https://store.steampowered.com/app/302610/Boson_X/,Boson X
147,Humor-filled indie adventure game created by the makers of Machinarium and Samorost.,https://store.steampowered.com/app/207690/Botanicula/,Botanicula
148,"You are a mercenary possessed by a flame demon in a desperate world ravaged by seven Ice Lords. In this RPG where every choice counts, you will have to choose between unleashing the powers of the beast within and rejecting its demonic influence.",https://store.steampowered.com/app/243930/Bound_By_Flame/,Bound By Flame
149,"Braid is a puzzle-platformer, drawn in a painterly style, where you can manipulate the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess.",https://store.steampowered.com/app/26800/Braid/,Braid
150,"Breach & Clear brings deep tactical strategy simulation to PC, Mac and Linux! Build your Special Operations team, plan and execute advanced missions, and own every angle.Choose your real-world squad -- US Army Rangers, Germany's KSK, Canada’s JTF2, UK SAS, and more -- and take on a variety of foes with different skill-sets and...",https://store.steampowered.com/app/266130/Breach__Clear/,Breach & Clear
151,"Resurrect the classic era of RPGs with the retro parody RPG, Breath of Death VII: The Beginning. Join Dem the Skeleton Knight, Sara the ghost historian, Lita the vampire techie, and Erik the zombie prince as they explore an undead world in search of the secrets of the past. Laugh! Cry! Laugh some more!",https://store.steampowered.com/app/107300/Breath_of_Death_VII/,Breath of Death VII 
152,This content requires the base game Murder Miners on Steam in order to play.,https://store.steampowered.com/app/1021280/Murder_Miners__Believers_Pack_DLC/,Brick-Force
153,"A family friendly, hand-animated, puzzle-filled adventure game with an all-star cast, including Elijah Wood, Jack Black and Masasa Moyo. Funded by a record breaking crowdfunding campaign and designed by industry legend Tim Schafer, Broken Age is a timeless coming-of-age story.",https://store.steampowered.com/app/232790/Broken_Age/,Broken Age
